CITY,DISTRICT,GEOCODE,DAYTIME,T,TD,RH,WD,WS,BF,AT,Wx,Wx_n,PoP6h,PoP12h,get_day
新竹縣,橫山鄉,1000408,2019-05-13 15:00:00,28,26,90,西北風,1,<= 1,33,多雲,04,0,0,2019-05-12
新竹縣,橫山鄉,1000408,2019-05-13 18:00:00,26,24,90,東南風,1,<= 1,29,多雲,04,0,0,2019-05-12
新竹縣,橫山鄉,1000408,2019-05-13 21:00:00,23,22,95,偏東風,1,<= 1,26,多雲,04,0,0,2019-05-12
新竹縣,北埔鄉,1000409,2019-05-13 00:00:00,22,22,97,偏東風,1,<= 1,24,晴,01,0,10,2019-05-12
新竹縣,北埔鄉,1000409,2019-05-13 03:00:00,21,21,98,東南風,2,<= 1,23,晴,01,0,10,2019-05-12
新竹縣,北埔鄉,1000409,2019-05-13 06:00:00,21,20,96,偏北風,2,<= 1,22,晴,01,10,10,2019-05-12
新竹縣,北埔鄉,1000409,2019-05-13 09:00:00,25,24,93,偏西風,1,<= 1,28,晴,01,10,10,2019-05-12
新竹縣,北埔鄉,1000409,2019-05-13 12:00:00,28,26,91,偏西風,1,<= 1,33,多雲,04,0,0,2019-05-12
新竹縣,北埔鄉,1000409,2019-05-13 15:00:00,28,25,88,西北風,1,<= 1,32,多雲,04,0,0,2019-05-12
新竹縣,北埔鄉,1000409,2019-05-13 18:00:00,25,24,90,東南風,1,<= 1,29,晴,01,0,0,2019-05-12
新竹縣,北埔鄉,1000409,2019-05-13 21:00:00,23,22,97,東南風,2,<= 1,26,多雲,04,0,0,2019-05-12
新竹縣,寶山鄉,1000410,2019-05-13 00:00:00,24,22,92,偏東風,1,<= 1,27,晴,01,0,0,2019-05-12
新竹縣,寶山鄉,1000410,2019-05-13 03:00:00,23,22,94,東南風,1,<= 1,26,晴,01,0,0,2019-05-12
新竹縣,寶山鄉,1000410,2019-05-13 06:00:00,22,21,93,西南風,1,<= 1,25,晴,01,0,0,2019-05-12
新竹縣,寶山鄉,1000410,2019-05-13 09:00:00,26,23,86,偏西風,2,2,29,晴,01,0,0,2019-05-12
新竹縣,寶山鄉,1000410,2019-05-13 12:00:00,28,25,87,偏西風,2,<= 1,31,晴,01,0,0,2019-05-12
新竹縣,寶山鄉,1000410,2019-05-13 15:00:00,27,24,82,偏西風,1,<= 1,31,晴,01,0,0,2019-05-12
新竹縣,寶山鄉,1000410,2019-05-13 18:00:00,26,22,83,東南風,1,<= 1,29,晴,01,0,0,2019-05-12
新竹縣,寶山鄉,1000410,2019-05-13 21:00:00,24,22,88,偏南風,1,<= 1,27,晴,01,0,0,2019-05-12
新竹縣,峨眉鄉,1000411,2019-05-13 00:00:00,22,22,96,偏東風,1,<= 1,24,晴,01,0,0,2019-05-12
新竹縣,峨眉鄉,1000411,2019-05-13 03:00:00,21,21,97,東南風,2,<= 1,24,晴,01,0,0,2019-05-12
新竹縣,峨眉鄉,1000411,2019-05-13 06:00:00,21,20,96,偏北風,2,<= 1,23,晴,01,0,0,2019-05-12
新竹縣,峨眉鄉,1000411,2019-05-13 09:00:00,26,24,92,偏西風,2,<= 1,29,晴,01,0,0,2019-05-12
新竹縣,峨眉鄉,1000411,2019-05-13 12:00:00,28,26,90,偏西風,1,<= 1,33,晴,01,0,0,2019-05-12
新竹縣,峨眉鄉,1000411,2019-05-13 15:00:00,28,25,84,西北風,1,<= 1,32,晴,01,0,0,2019-05-12
新竹縣,峨眉鄉,1000411,2019-05-13 18:00:00,26,23,87,偏南風,1,<= 1,29,晴,01,0,0,2019-05-12
新竹縣,峨眉鄉,1000411,2019-05-13 21:00:00,23,22,96,西南風,2,<= 1,26,晴,01,0,0,2019-05-12
新竹縣,尖石鄉,1000412,2019-05-13 00:00:00,20,20,95,東南風,1,<= 1,23,晴,01,0,20,2019-05-12
新竹縣,尖石鄉,1000412,2019-05-13 03:00:00,20,19,95,東南風,2,<= 1,21,晴,01,0,20,2019-05-12
新竹縣,尖石鄉,1000412,2019-05-13 06:00:00,19,18,94,偏北風,1,<= 1,21,晴,01,20,20,2019-05-12
新竹縣,尖石鄉,1000412,2019-05-13 09:00:00,25,23,92,西北風,2,<= 1,28,多雲,04,20,20,2019-05-12
新竹縣,尖石鄉,1000412,2019-05-13 12:00:00,26,25,92,偏西風,2,<= 1,30,多雲,04,20,20,2019-05-12
新竹縣,尖石鄉,1000412,2019-05-13 15:00:00,25,24,94,西北風,2,<= 1,29,多雲,04,20,20,2019-05-12
新竹縣,尖石鄉,1000412,2019-05-13 18:00:00,23,22,95,偏南風,1,<= 1,25,多雲,04,0,20,2019-05-12
新竹縣,尖石鄉,1000412,2019-05-13 21:00:00,21,20,98,東南風,1,<= 1,23,多雲,04,0,20,2019-05-12
新竹縣,五峰鄉,1000413,2019-05-13 00:00:00,21,20,95,東南風,2,<= 1,22,晴,01,0,20,2019-05-12
新竹縣,五峰鄉,1000413,2019-05-13 03:00:00,20,19,96,東南風,2,<= 1,22,晴,01,0,20,2019-05-12
新竹縣,五峰鄉,1000413,2019-05-13 06:00:00,20,19,94,西北風,2,2,21,晴,01,20,20,2019-05-12
新竹縣,五峰鄉,1000413,2019-05-13 09:00:00,24,23,89,西北風,1,<= 1,27,多雲,04,20,20,2019-05-12
新竹縣,五峰鄉,1000413,2019-05-13 12:00:00,27,25,89,偏西風,2,<= 1,31,多雲,04,10,10,2019-05-12
新竹縣,五峰鄉,1000413,2019-05-13 15:00:00,26,24,91,偏西風,2,2,30,多雲,04,10,10,2019-05-12
新竹縣,五峰鄉,1000413,2019-05-13 18:00:00,24,22,93,偏南風,2,<= 1,26,多雲,04,0,10,2019-05-12
新竹縣,五峰鄉,1000413,2019-05-13 21:00:00,21,21,99,東南風,3,2,24,多雲,04,0,10,2019-05-12
苗栗縣,苗栗市,1000501,2019-05-13 00:00:00,24,22,89,東南風,1,<= 1,26,晴,01,0,0,2019-05-12
苗栗縣,苗栗市,1000501,2019-05-13 03:00:00,23,21,90,偏南風,2,<= 1,26,晴,01,0,0,2019-05-12
苗栗縣,苗栗市,1000501,2019-05-13 06:00:00,23,21,90,西南風,2,2,25,晴,01,0,0,2019-05-12
苗栗縣,苗栗市,1000501,2019-05-13 09:00:00,26,23,87,偏西風,3,2,28,晴,01,0,0,2019-05-12
苗栗縣,苗栗市,1000501,2019-05-13 12:00:00,28,26,86,偏西風,1,<= 1,31,晴,01,0,0,2019-05-12
苗栗縣,苗栗市,1000501,2019-05-13 15:00:00,28,25,85,偏西風,2,<= 1,32,晴,01,0,0,2019-05-12
苗栗縣,苗栗市,1000501,2019-05-13 18:00:00,26,23,84,偏南風,2,<= 1,29,晴,01,0,0,2019-05-12
苗栗縣,苗栗市,1000501,2019-05-13 21:00:00,24,22,90,偏南風,4,3,27,晴,01,0,0,2019-05-12
苗栗縣,苑裡鎮,1000502,2019-05-13 00:00:00,24,23,92,偏南風,3,2,27,晴,01,0,0,2019-05-12
苗栗縣,苑裡鎮,1000502,2019-05-13 03:00:00,24,23,93,偏南風,3,2,26,晴,01,0,0,2019-05-12
苗栗縣,苑裡鎮,1000502,2019-05-13 06:00:00,24,23,94,西南風,3,2,26,晴,01,0,0,2019-05-12
苗栗縣,苑裡鎮,1000502,2019-05-13 09:00:00,26,24,88,偏西風,4,3,29,晴,01,0,0,2019-05-12
苗栗縣,苑裡鎮,1000502,2019-05-13 12:00:00,28,25,83,偏西風,3,2,30,晴,01,0,0,2019-05-12
苗栗縣,苑裡鎮,1000502,2019-05-13 15:00:00,28,24,80,偏西風,1,<= 1,30,晴,01,0,0,2019-05-12
苗栗縣,苑裡鎮,1000502,2019-05-13 18:00:00,26,23,84,偏南風,2,2,29,晴,01,0,0,2019-05-12
苗栗縣,苑裡鎮,1000502,2019-05-13 21:00:00,24,23,92,偏南風,3,2,27,晴,01,0,0,2019-05-12
苗栗縣,通霄鎮,1000503,2019-05-13 00:00:00,23,22,95,偏南風,3,2,26,晴,01,0,0,2019-05-12
苗栗縣,通霄鎮,1000503,2019-05-13 03:00:00,23,22,96,偏南風,3,2,25,晴,01,0,0,2019-05-12
苗栗縣,通霄鎮,1000503,2019-05-13 06:00:00,23,22,96,西南風,3,2,24,晴,01,0,0,2019-05-12
苗栗縣,通霄鎮,1000503,2019-05-13 09:00:00,26,25,92,偏西風,4,3,29,晴,01,0,0,2019-05-12
苗栗縣,通霄鎮,1000503,2019-05-13 12:00:00,28,26,89,偏西風,2,2,30,晴,01,0,0,2019-05-12
苗栗縣,通霄鎮,1000503,2019-05-13 15:00:00,28,25,85,偏西風,2,<= 1,31,晴,01,0,0,2019-05-12
苗栗縣,通霄鎮,1000503,2019-05-13 18:00:00,26,23,88,偏南風,2,2,28,晴,01,0,0,2019-05-12
苗栗縣,通霄鎮,1000503,2019-05-13 21:00:00,24,23,96,偏南風,4,3,26,晴,01,0,0,2019-05-12
苗栗縣,竹南鎮,1000504,2019-05-13 00:00:00,23,22,95,東南風,1,<= 1,26,晴,01,0,0,2019-05-12
苗栗縣,竹南鎮,1000504,2019-05-13 03:00:00,23,22,94,偏南風,1,<= 1,26,晴,01,0,0,2019-05-12
苗栗縣,竹南鎮,1000504,2019-05-13 06:00:00,22,21,94,西南風,2,<= 1,25,晴,01,0,0,2019-05-12
苗栗縣,竹南鎮,1000504,2019-05-13 09:00:00,26,24,89,偏西風,4,3,29,晴,01,0,0,2019-05-12
苗栗縣,竹南鎮,1000504,2019-05-13 12:00:00,28,26,89,偏西風,2,<= 1,30,晴,01,0,0,2019-05-12
苗栗縣,竹南鎮,1000504,2019-05-13 15:00:00,28,25,85,偏西風,1,<= 1,31,晴,01,0,0,2019-05-12
苗栗縣,竹南鎮,1000504,2019-05-13 18:00:00,26,23,84,偏南風,1,<= 1,29,晴,01,0,0,2019-05-12
苗栗縣,竹南鎮,1000504,2019-05-13 21:00:00,24,22,90,西南風,2,2,27,晴,01,0,0,2019-05-12
苗栗縣,頭份市,1000505,2019-05-13 00:00:00,24,22,91,偏東風,1,<= 1,27,晴,01,0,0,2019-05-12
苗栗縣,頭份市,1000505,2019-05-13 03:00:00,23,21,89,偏南風,1,<= 1,26,晴,01,0,0,2019-05-12
苗栗縣,頭份市,1000505,2019-05-13 06:00:00,22,21,90,西南風,2,<= 1,25,晴,01,0,0,2019-05-12
苗栗縣,頭份市,1000505,2019-05-13 09:00:00,26,23,84,偏西風,3,2,29,晴,01,0,0,2019-05-12
苗栗縣,頭份市,1000505,2019-05-13 12:00:00,28,26,84,偏西風,1,<= 1,32,晴,01,0,0,2019-05-12
苗栗縣,頭份市,1000505,2019-05-13 15:00:00,28,25,80,偏西風,1,<= 1,32,晴,01,0,0,2019-05-12
苗栗縣,頭份市,1000505,2019-05-13 18:00:00,26,23,80,偏南風,1,<= 1,30,晴,01,0,0,2019-05-12
苗栗縣,頭份市,1000505,2019-05-13 21:00:00,24,22,85,西南風,2,2,27,晴,01,0,0,2019-05-12
苗栗縣,後龍鎮,1000506,2019-05-13 00:00:00,23,23,99,偏南風,1,<= 1,26,晴,01,0,0,2019-05-12
苗栗縣,後龍鎮,1000506,2019-05-13 03:00:00,23,23,100,偏南風,2,<= 1,26,晴,01,0,0,2019-05-12
苗栗縣,後龍鎮,1000506,2019-05-13 06:00:00,22,22,100,西南風,2,2,25,晴,01,0,0,2019-05-12
苗栗縣,後龍鎮,1000506,2019-05-13 09:00:00,26,26,99,偏西風,4,3,29,晴,01,0,0,2019-05-12
苗栗縣,後龍鎮,1000506,2019-05-13 12:00:00,28,28,97,偏西風,1,<= 1,32,晴,01,0,0,2019-05-12
苗栗縣,後龍鎮,1000506,2019-05-13 15:00:00,28,27,95,偏西風,2,<= 1,33,晴,01,0,0,2019-05-12
苗栗縣,後龍鎮,1000506,2019-05-13 18:00:00,26,26,97,偏南風,2,2,30,晴,01,0,0,2019-05-12
苗栗縣,後龍鎮,1000506,2019-05-13 21:00:00,24,24,99,偏南風,3,2,27,晴,01,0,0,2019-05-12
苗栗縣,卓蘭鎮,1000507,2019-05-13 00:00:00,22,22,99,東南風,2,<= 1,25,晴,01,0,0,2019-05-12
苗栗縣,卓蘭鎮,1000507,2019-05-13 03:00:00,21,21,99,東南風,2,2,24,晴,01,0,0,2019-05-12
苗栗縣,卓蘭鎮,1000507,2019-05-13 06:00:00,21,21,99,偏南風,2,<= 1,23,晴,01,0,0,2019-05-12
苗栗縣,卓蘭鎮,1000507,2019-05-13 09:00:00,26,25,96,西南風,3,2,30,多雲,04,0,0,2019-05-12
苗栗縣,卓蘭鎮,1000507,2019-05-13 12:00:00,29,28,94,偏西風,2,<= 1,33,晴,01,0,0,2019-05-12
苗栗縣,卓蘭鎮,1000507,2019-05-13 15:00:00,29,28,95,西南風,2,<= 1,34,晴,01,0,0,2019-05-12
苗栗縣,卓蘭鎮,1000507,2019-05-13 18:00:00,26,25,97,偏南風,2,<= 1,30,晴,01,0,0,2019-05-12
苗栗縣,卓蘭鎮,1000507,2019-05-13 21:00:00,23,23,100,偏南風,3,2,26,多雲,04,0,0,2019-05-12
苗栗縣,大湖鄉,1000508,2019-05-13 00:00:00,21,21,98,東南風,1,<= 1,23,晴,01,0,0,2019-05-12
苗栗縣,大湖鄉,1000508,2019-05-13 03:00:00,20,20,98,東南風,1,<= 1,22,晴,01,0,0,2019-05-12
苗栗縣,大湖鄉,1000508,2019-05-13 06:00:00,20,20,97,偏南風,2,2,22,晴,01,0,0,2019-05-12
苗栗縣,大湖鄉,1000508,2019-05-13 09:00:00,26,25,90,西南風,3,2,30,多雲,04,0,0,2019-05-12
苗栗縣,大湖鄉,1000508,2019-05-13 12:00:00,30,28,86,偏西風,3,2,34,晴,01,0,0,2019-05-12
苗栗縣,大湖鄉,1000508,2019-05-13 15:00:00,30,28,92,西南風,2,<= 1,34,晴,01,0,0,2019-05-12
苗栗縣,大湖鄉,1000508,2019-05-13 18:00:00,25,24,93,偏南風,2,2,29,晴,01,0,0,2019-05-12
苗栗縣,大湖鄉,1000508,2019-05-13 21:00:00,22,22,100,偏南風,4,3,24,多雲,04,0,0,2019-05-12
苗栗縣,公館鄉,1000509,2019-05-13 00:00:00,23,21,91,東南風,1,<= 1,25,晴,01,0,0,2019-05-12
苗栗縣,公館鄉,1000509,2019-05-13 03:00:00,22,21,92,東南風,2,<= 1,25,晴,01,0,0,2019-05-12
苗栗縣,公館鄉,1000509,2019-05-13 06:00:00,22,20,91,西南風,2,<= 1,24,晴,01,0,0,2019-05-12
苗栗縣,公館鄉,1000509,2019-05-13 09:00:00,26,24,86,偏西風,2,2,30,晴,01,0,0,2019-05-12
苗栗縣,公館鄉,1000509,2019-05-13 12:00:00,29,26,83,偏西風,3,2,33,晴,01,0,0,2019-05-12
苗栗縣,公館鄉,1000509,2019-05-13 15:00:00,29,26,84,偏西風,2,<= 1,32,晴,01,0,0,2019-05-12
苗栗縣,公館鄉,1000509,2019-05-13 18:00:00,26,24,88,偏南風,2,<= 1,29,晴,01,0,0,2019-05-12
苗栗縣,公館鄉,1000509,2019-05-13 21:00:00,23,23,97,偏南風,4,3,26,晴,01,0,0,2019-05-12
苗栗縣,銅鑼鄉,1000510,2019-05-13 00:00:00,23,22,94,偏南風,1,<= 1,26,晴,01,0,0,2019-05-12
苗栗縣,銅鑼鄉,1000510,2019-05-13 03:00:00,22,22,96,偏南風,2,<= 1,25,晴,01,0,0,2019-05-12
苗栗縣,銅鑼鄉,1000510,2019-05-13 06:00:00,22,22,96,西南風,2,2,25,晴,01,0,0,2019-05-12
苗栗縣,銅鑼鄉,1000510,2019-05-13 09:00:00,27,25,93,偏西風,2,2,30,晴,01,0,0,2019-05-12
苗栗縣,銅鑼鄉,1000510,2019-05-13 12:00:00,29,27,91,偏西風,2,<= 1,34,晴,01,0,0,2019-05-12
苗栗縣,銅鑼鄉,1000510,2019-05-13 15:00:00,29,27,90,偏西風,2,2,33,晴,01,0,0,2019-05-12
苗栗縣,銅鑼鄉,1000510,2019-05-13 18:00:00,26,24,92,偏南風,2,2,29,晴,01,0,0,2019-05-12
苗栗縣,銅鑼鄉,1000510,2019-05-13 21:00:00,23,23,99,偏南風,4,3,26,晴,01,0,0,2019-05-12
苗栗縣,南庄鄉,1000511,2019-05-13 00:00:00,22,21,93,東南風,2,<= 1,23,晴,01,0,10,2019-05-12
苗栗縣,南庄鄉,1000511,2019-05-13 03:00:00,21,20,94,東南風,2,<= 1,23,晴,01,0,10,2019-05-12
苗栗縣,南庄鄉,1000511,2019-05-13 06:00:00,21,20,94,西北風,3,2,22,晴,01,10,10,2019-05-12
苗栗縣,南庄鄉,1000511,2019-05-13 09:00:00,25,24,90,偏西風,2,<= 1,27,多雲,04,10,10,2019-05-12
苗栗縣,南庄鄉,1000511,2019-05-13 12:00:00,28,26,86,偏西風,2,<= 1,32,多雲,04,0,0,2019-05-12
苗栗縣,南庄鄉,1000511,2019-05-13 15:00:00,28,26,89,偏西風,2,<= 1,32,晴,01,0,0,2019-05-12
苗栗縣,南庄鄉,1000511,2019-05-13 18:00:00,25,23,91,偏南風,1,<= 1,28,多雲,04,0,0,2019-05-12
苗栗縣,南庄鄉,1000511,2019-05-13 21:00:00,22,22,100,偏南風,2,<= 1,25,多雲,04,0,0,2019-05-12
苗栗縣,頭屋鄉,1000512,2019-05-13 00:00:00,23,22,95,東南風,1,<= 1,26,晴,01,0,0,2019-05-12
苗栗縣,頭屋鄉,1000512,2019-05-13 03:00:00,22,22,94,東南風,2,<= 1,25,晴,01,0,0,2019-05-12
苗栗縣,頭屋鄉,1000512,2019-05-13 06:00:00,22,21,94,西南風,2,2,24,晴,01,0,0,2019-05-12
苗栗縣,頭屋鄉,1000512,2019-05-13 09:00:00,26,24,89,偏西風,3,2,28,晴,01,0,0,2019-05-12
苗栗縣,頭屋鄉,1000512,2019-05-13 12:00:00,28,26,88,偏西風,2,<= 1,31,晴,01,0,0,2019-05-12
苗栗縣,頭屋鄉,1000512,2019-05-13 15:00:00,28,26,89,偏西風,2,<= 1,32,晴,01,0,0,2019-05-12
苗栗縣,頭屋鄉,1000512,2019-05-13 18:00:00,26,24,87,偏南風,2,<= 1,29,晴,01,0,0,2019-05-12
苗栗縣,頭屋鄉,1000512,2019-05-13 21:00:00,24,23,94,偏南風,4,3,26,晴,01,0,0,2019-05-12
苗栗縣,三義鄉,1000513,2019-05-13 00:00:00,22,21,96,偏南風,2,<= 1,24,晴,01,0,0,2019-05-12
苗栗縣,三義鄉,1000513,2019-05-13 03:00:00,21,21,97,偏南風,1,<= 1,23,晴,01,0,0,2019-05-12
苗栗縣,三義鄉,1000513,2019-05-13 06:00:00,21,20,96,偏南風,2,<= 1,23,晴,01,0,0,2019-05-12
苗栗縣,三義鄉,1000513,2019-05-13 09:00:00,25,24,92,西南風,2,<= 1,29,晴,01,0,0,2019-05-12
苗栗縣,三義鄉,1000513,2019-05-13 12:00:00,28,26,91,偏西風,3,2,32,晴,01,0,0,2019-05-12
苗栗縣,三義鄉,1000513,2019-05-13 15:00:00,28,26,90,西南風,2,2,31,晴,01,0,0,2019-05-12
苗栗縣,三義鄉,1000513,2019-05-13 18:00:00,25,24,92,偏南風,2,2,28,晴,01,0,0,2019-05-12
苗栗縣,三義鄉,1000513,2019-05-13 21:00:00,22,22,99,偏南風,4,3,24,晴,01,0,0,2019-05-12
苗栗縣,西湖鄉,1000514,2019-05-13 00:00:00,23,23,96,偏南風,2,<= 1,26,晴,01,0,0,2019-05-12
苗栗縣,西湖鄉,1000514,2019-05-13 03:00:00,23,22,96,偏南風,2,<= 1,25,晴,01,0,0,2019-05-12
苗栗縣,西湖鄉,1000514,2019-05-13 06:00:00,22,22,96,西南風,2,2,25,晴,01,0,0,2019-05-12
苗栗縣,西湖鄉,1000514,2019-05-13 09:00:00,26,25,94,偏西風,3,2,29,晴,01,0,0,2019-05-12
苗栗縣,西湖鄉,1000514,2019-05-13 12:00:00,29,27,91,偏西風,2,<= 1,32,晴,01,0,0,2019-05-12
苗栗縣,西湖鄉,1000514,2019-05-13 15:00:00,28,26,89,偏西風,2,<= 1,33,晴,01,0,0,2019-05-12
苗栗縣,西湖鄉,1000514,2019-05-13 18:00:00,26,24,91,偏南風,2,2,30,晴,01,0,0,2019-05-12
苗栗縣,西湖鄉,1000514,2019-05-13 21:00:00,24,23,95,偏南風,3,2,26,晴,01,0,0,2019-05-12
苗栗縣,造橋鄉,1000515,2019-05-13 00:00:00,23,23,100,東南風,1,<= 1,26,晴,01,0,0,2019-05-12
苗栗縣,造橋鄉,1000515,2019-05-13 03:00:00,22,22,99,偏南風,1,<= 1,25,晴,01,0,0,2019-05-12
苗栗縣,造橋鄉,1000515,2019-05-13 06:00:00,22,22,98,西南風,2,2,24,晴,01,0,0,2019-05-12
苗栗縣,造橋鄉,1000515,2019-05-13 09:00:00,26,24,94,偏西風,3,2,29,晴,01,0,0,2019-05-12
苗栗縣,造橋鄉,1000515,2019-05-13 12:00:00,28,27,92,偏西風,2,<= 1,32,晴,01,0,0,2019-05-12
苗栗縣,造橋鄉,1000515,2019-05-13 15:00:00,28,26,90,偏西風,2,<= 1,32,晴,01,0,0,2019-05-12
苗栗縣,造橋鄉,1000515,2019-05-13 18:00:00,26,24,89,偏南風,2,<= 1,29,晴,01,0,0,2019-05-12
苗栗縣,造橋鄉,1000515,2019-05-13 21:00:00,24,23,94,西南風,3,2,27,晴,01,0,0,2019-05-12
苗栗縣,三灣鄉,1000516,2019-05-13 00:00:00,22,21,93,偏東風,1,<= 1,24,晴,01,0,0,2019-05-12
苗栗縣,三灣鄉,1000516,2019-05-13 03:00:00,22,21,94,東南風,2,<= 1,24,晴,01,0,0,2019-05-12
苗栗縣,三灣鄉,1000516,2019-05-13 06:00:00,21,20,94,偏西風,3,2,23,晴,01,0,0,2019-05-12
苗栗縣,三灣鄉,1000516,2019-05-13 09:00:00,25,23,89,偏西風,2,<= 1,28,晴,01,0,0,2019-05-12
苗栗縣,三灣鄉,1000516,2019-05-13 12:00:00,28,26,87,偏西風,1,<= 1,32,晴,01,0,0,2019-05-12
苗栗縣,三灣鄉,1000516,2019-05-13 15:00:00,28,25,85,偏西風,1,<= 1,32,晴,01,0,0,2019-05-12
苗栗縣,三灣鄉,1000516,2019-05-13 18:00:00,26,23,86,偏南風,1,<= 1,29,晴,01,0,0,2019-05-12
苗栗縣,三灣鄉,1000516,2019-05-13 21:00:00,23,22,94,西南風,2,<= 1,26,晴,01,0,0,2019-05-12
苗栗縣,獅潭鄉,1000517,2019-05-13 00:00:00,22,21,94,東南風,1,<= 1,24,晴,01,0,0,2019-05-12
苗栗縣,獅潭鄉,1000517,2019-05-13 03:00:00,21,20,94,東南風,1,<= 1,24,晴,01,0,0,2019-05-12
苗栗縣,獅潭鄉,1000517,2019-05-13 06:00:00,21,20,92,西南風,3,2,23,晴,01,0,0,2019-05-12
苗栗縣,獅潭鄉,1000517,2019-05-13 09:00:00,26,23,86,偏西風,2,2,28,多雲,04,0,0,2019-05-12
苗栗縣,獅潭鄉,1000517,2019-05-13 12:00:00,29,26,86,偏西風,2,2,33,晴,01,0,0,2019-05-12
苗栗縣,獅潭鄉,1000517,2019-05-13 15:00:00,28,26,87,偏西風,1,<= 1,32,晴,01,0,0,2019-05-12
苗栗縣,獅潭鄉,1000517,2019-05-13 18:00:00,25,23,90,偏南風,2,<= 1,29,晴,01,0,0,2019-05-12
苗栗縣,獅潭鄉,1000517,2019-05-13 21:00:00,22,22,99,偏南風,4,3,25,多雲,04,0,0,2019-05-12
苗栗縣,泰安鄉,1000518,2019-05-13 00:00:00,22,20,89,東南風,2,2,24,晴,01,0,0,2019-05-12
苗栗縣,泰安鄉,1000518,2019-05-13 03:00:00,21,20,90,東南風,2,<= 1,23,晴,01,0,0,2019-05-12
苗栗縣,泰安鄉,1000518,2019-05-13 06:00:00,21,19,88,西南風,2,2,23,晴,01,0,0,2019-05-12
苗栗縣,泰安鄉,1000518,2019-05-13 09:00:00,26,23,83,西南風,3,2,29,多雲,04,0,0,2019-05-12
苗栗縣,泰安鄉,1000518,2019-05-13 12:00:00,29,26,81,西南風,2,2,32,多雲,04,0,0,2019-05-12
苗栗縣,泰安鄉,1000518,2019-05-13 15:00:00,29,26,84,西南風,1,<= 1,32,晴,01,0,0,2019-05-12
苗栗縣,泰安鄉,1000518,2019-05-13 18:00:00,25,23,88,偏南風,2,2,28,多雲,04,0,0,2019-05-12
苗栗縣,泰安鄉,1000518,2019-05-13 21:00:00,23,22,96,偏南風,4,3,25,多雲,04,0,0,2019-05-12
彰化縣,彰化市,1000701,2019-05-13 00:00:00,24,23,95,偏南風,1,<= 1,28,晴,01,0,0,2019-05-12
彰化縣,彰化市,1000701,2019-05-13 03:00:00,23,23,97,東南風,1,<= 1,27,晴,01,0,0,2019-05-12
彰化縣,彰化市,1000701,2019-05-13 06:00:00,23,22,97,西南風,1,<= 1,26,晴,01,0,0,2019-05-12
彰化縣,彰化市,1000701,2019-05-13 09:00:00,26,25,92,偏西風,3,2,30,晴,01,0,0,2019-05-12
彰化縣,彰化市,1000701,2019-05-13 12:00:00,30,26,82,偏西風,2,2,33,晴,01,0,0,2019-05-12
彰化縣,彰化市,1000701,2019-05-13 15:00:00,30,26,81,偏西風,3,2,34,晴,01,0,0,2019-05-12
彰化縣,彰化市,1000701,2019-05-13 18:00:00,28,25,86,西南風,2,<= 1,30,晴,01,0,0,2019-05-12
彰化縣,彰化市,1000701,2019-05-13 21:00:00,25,24,95,偏南風,1,<= 1,29,多雲,04,0,0,2019-05-12
彰化縣,鹿港鎮,1000702,2019-05-13 00:00:00,24,23,96,偏南風,2,2,27,晴,01,0,0,2019-05-12
彰化縣,鹿港鎮,1000702,2019-05-13 03:00:00,23,23,97,東南風,2,<= 1,26,晴,01,0,0,2019-05-12
彰化縣,鹿港鎮,1000702,2019-05-13 06:00:00,23,22,97,偏南風,1,<= 1,26,晴,01,0,0,2019-05-12
彰化縣,鹿港鎮,1000702,2019-05-13 09:00:00,27,25,89,偏西風,3,2,31,晴,01,0,0,2019-05-12
彰化縣,鹿港鎮,1000702,2019-05-13 12:00:00,29,25,81,西北風,3,2,31,晴,01,0,0,2019-05-12
彰化縣,鹿港鎮,1000702,2019-05-13 15:00:00,28,25,80,偏西風,2,<= 1,31,晴,01,0,0,2019-05-12
彰化縣,鹿港鎮,1000702,2019-05-13 18:00:00,26,23,83,西南風,0,<= 1,29,晴,01,0,0,2019-05-12
彰化縣,鹿港鎮,1000702,2019-05-13 21:00:00,25,23,92,偏南風,2,2,29,多雲,04,0,0,2019-05-12
彰化縣,和美鎮,1000703,2019-05-13 00:00:00,24,24,95,偏南風,2,<= 1,28,晴,01,0,0,2019-05-12
彰化縣,和美鎮,1000703,2019-05-13 03:00:00,24,23,97,東南風,2,<= 1,27,晴,01,0,0,2019-05-12
彰化縣,和美鎮,1000703,2019-05-13 06:00:00,23,23,97,偏南風,2,<= 1,26,晴,01,0,0,2019-05-12
彰化縣,和美鎮,1000703,2019-05-13 09:00:00,26,25,93,偏西風,3,2,30,晴,01,0,0,2019-05-12
彰化縣,和美鎮,1000703,2019-05-13 12:00:00,28,26,87,偏西風,3,2,31,晴,01,0,0,2019-05-12
彰化縣,和美鎮,1000703,2019-05-13 15:00:00,28,26,85,偏西風,3,2,31,晴,01,0,0,2019-05-12
彰化縣,和美鎮,1000703,2019-05-13 18:00:00,27,24,87,西南風,2,<= 1,29,晴,01,0,0,2019-05-12
彰化縣,和美鎮,1000703,2019-05-13 21:00:00,25,24,94,偏南風,2,<= 1,28,多雲,04,0,0,2019-05-12
彰化縣,線西鄉,1000704,2019-05-13 00:00:00,25,24,95,偏南風,2,2,28,晴,01,0,0,2019-05-12
彰化縣,線西鄉,1000704,2019-05-13 03:00:00,24,24,96,東南風,2,<= 1,27,晴,01,0,0,2019-05-12
