CITY,DISTRICT,GEOCODE,DAYTIME,T,TD,RH,WD,WS,BF,AT,Wx,Wx_n,PoP6h,PoP12h,get_day
臺中市,南區,6600300,2019-05-13 12:00:00,30,24,70,偏西風,2,<= 1,34,晴,01,0,0,2019-05-12
臺中市,南區,6600300,2019-05-13 15:00:00,31,25,69,西南風,2,<= 1,35,晴,01,0,0,2019-05-12
臺中市,南區,6600300,2019-05-13 18:00:00,29,24,74,偏西風,0,<= 1,32,多雲,04,0,0,2019-05-12
臺中市,南區,6600300,2019-05-13 21:00:00,26,24,86,偏南風,1,<= 1,31,多雲,04,0,0,2019-05-12
臺中市,西區,6600400,2019-05-13 00:00:00,25,22,87,偏南風,1,<= 1,28,晴,01,0,0,2019-05-12
臺中市,西區,6600400,2019-05-13 03:00:00,24,22,90,東南風,1,<= 1,27,晴,01,0,0,2019-05-12
臺中市,西區,6600400,2019-05-13 06:00:00,23,22,91,偏南風,1,<= 1,26,晴,01,0,0,2019-05-12
臺中市,西區,6600400,2019-05-13 09:00:00,27,24,82,偏西風,3,2,31,晴,01,0,0,2019-05-12
臺中市,西區,6600400,2019-05-13 12:00:00,30,25,72,偏西風,2,<= 1,34,晴,01,0,0,2019-05-12
臺中市,西區,6600400,2019-05-13 15:00:00,31,25,71,西南風,2,<= 1,35,晴,01,0,0,2019-05-12
臺中市,西區,6600400,2019-05-13 18:00:00,29,24,74,偏西風,0,<= 1,32,晴,01,0,0,2019-05-12
臺中市,西區,6600400,2019-05-13 21:00:00,26,24,85,偏南風,1,<= 1,30,多雲,04,0,0,2019-05-12
臺中市,北區,6600500,2019-05-13 00:00:00,24,23,91,偏南風,1,<= 1,28,晴,01,0,0,2019-05-12
臺中市,北區,6600500,2019-05-13 03:00:00,24,22,92,東南風,1,<= 1,27,晴,01,0,0,2019-05-12
臺中市,北區,6600500,2019-05-13 06:00:00,23,22,93,偏南風,1,<= 1,26,晴,01,0,0,2019-05-12
臺中市,北區,6600500,2019-05-13 09:00:00,27,24,88,西南風,3,2,31,晴,01,0,0,2019-05-12
臺中市,北區,6600500,2019-05-13 12:00:00,30,25,76,偏西風,2,<= 1,33,晴,01,0,0,2019-05-12
臺中市,北區,6600500,2019-05-13 15:00:00,30,25,75,西南風,2,2,34,晴,01,0,0,2019-05-12
臺中市,北區,6600500,2019-05-13 18:00:00,28,24,80,西南風,1,<= 1,31,晴,01,0,0,2019-05-12
臺中市,北區,6600500,2019-05-13 21:00:00,26,24,91,偏南風,1,<= 1,29,多雲,04,0,0,2019-05-12
臺中市,西屯區,6600600,2019-05-13 00:00:00,25,23,92,偏南風,1,<= 1,28,晴,01,0,0,2019-05-12
臺中市,西屯區,6600600,2019-05-13 03:00:00,24,23,93,東南風,1,<= 1,27,晴,01,0,0,2019-05-12
臺中市,西屯區,6600600,2019-05-13 06:00:00,23,22,94,偏南風,1,<= 1,27,晴,01,0,0,2019-05-12
臺中市,西屯區,6600600,2019-05-13 09:00:00,27,24,86,偏西風,3,2,31,晴,01,0,0,2019-05-12
臺中市,西屯區,6600600,2019-05-13 12:00:00,30,25,75,偏西風,2,<= 1,33,晴,01,0,0,2019-05-12
臺中市,西屯區,6600600,2019-05-13 15:00:00,30,25,74,西南風,2,2,34,晴,01,0,0,2019-05-12
臺中市,西屯區,6600600,2019-05-13 18:00:00,28,24,78,西南風,2,<= 1,31,晴,01,0,0,2019-05-12
臺中市,西屯區,6600600,2019-05-13 21:00:00,26,24,89,偏南風,1,<= 1,29,多雲,04,0,0,2019-05-12
臺中市,南屯區,6600700,2019-05-13 00:00:00,25,22,88,偏南風,1,<= 1,28,晴,01,0,0,2019-05-12
臺中市,南屯區,6600700,2019-05-13 03:00:00,24,22,91,東南風,1,<= 1,27,晴,01,0,0,2019-05-12
臺中市,南屯區,6600700,2019-05-13 06:00:00,23,22,91,偏南風,1,<= 1,26,晴,01,0,0,2019-05-12
臺中市,南屯區,6600700,2019-05-13 09:00:00,27,24,83,偏西風,3,2,31,晴,01,0,0,2019-05-12
臺中市,南屯區,6600700,2019-05-13 12:00:00,30,24,72,偏西風,2,<= 1,33,晴,01,0,0,2019-05-12
臺中市,南屯區,6600700,2019-05-13 15:00:00,31,25,71,西南風,2,2,34,晴,01,0,0,2019-05-12
臺中市,南屯區,6600700,2019-05-13 18:00:00,28,24,75,偏西風,0,<= 1,31,晴,01,0,0,2019-05-12
臺中市,南屯區,6600700,2019-05-13 21:00:00,26,24,86,偏南風,1,<= 1,30,多雲,04,0,0,2019-05-12
臺中市,北屯區,6600800,2019-05-13 00:00:00,24,23,91,偏南風,1,<= 1,28,晴,01,0,0,2019-05-12
臺中市,北屯區,6600800,2019-05-13 03:00:00,24,22,92,東南風,1,<= 1,27,晴,01,0,0,2019-05-12
臺中市,北屯區,6600800,2019-05-13 06:00:00,23,22,93,偏南風,1,<= 1,26,晴,01,0,0,2019-05-12
臺中市,北屯區,6600800,2019-05-13 09:00:00,27,24,88,西南風,3,2,31,晴,01,0,0,2019-05-12
臺中市,北屯區,6600800,2019-05-13 12:00:00,30,25,76,偏西風,2,<= 1,33,晴,01,0,0,2019-05-12
臺中市,北屯區,6600800,2019-05-13 15:00:00,30,25,75,西南風,2,2,34,晴,01,0,0,2019-05-12
臺中市,北屯區,6600800,2019-05-13 18:00:00,28,24,80,西南風,1,<= 1,31,晴,01,0,0,2019-05-12
臺中市,北屯區,6600800,2019-05-13 21:00:00,26,24,91,偏南風,1,<= 1,29,多雲,04,0,0,2019-05-12
臺中市,豐原區,6600900,2019-05-13 00:00:00,23,23,97,偏南風,1,<= 1,27,晴,01,0,0,2019-05-12
臺中市,豐原區,6600900,2019-05-13 03:00:00,22,22,96,偏南風,1,<= 1,26,晴,01,0,0,2019-05-12
臺中市,豐原區,6600900,2019-05-13 06:00:00,22,21,97,偏南風,1,<= 1,25,晴,01,0,0,2019-05-12
臺中市,豐原區,6600900,2019-05-13 09:00:00,26,24,94,西南風,2,2,29,晴,01,0,0,2019-05-12
臺中市,豐原區,6600900,2019-05-13 12:00:00,29,26,85,偏西風,2,<= 1,33,晴,01,0,0,2019-05-12
臺中市,豐原區,6600900,2019-05-13 15:00:00,29,26,86,西南風,3,2,34,晴,01,0,0,2019-05-12
臺中市,豐原區,6600900,2019-05-13 18:00:00,27,25,89,西南風,1,<= 1,30,晴,01,0,0,2019-05-12
臺中市,豐原區,6600900,2019-05-13 21:00:00,24,24,99,偏南風,2,2,28,多雲,04,0,0,2019-05-12
臺中市,東勢區,6601000,2019-05-13 00:00:00,22,21,95,東南風,2,<= 1,24,晴,01,0,0,2019-05-12
臺中市,東勢區,6601000,2019-05-13 03:00:00,21,20,96,東南風,2,2,23,晴,01,0,0,2019-05-12
臺中市,東勢區,6601000,2019-05-13 06:00:00,21,20,95,偏南風,1,<= 1,22,晴,01,0,0,2019-05-12
臺中市,東勢區,6601000,2019-05-13 09:00:00,26,23,87,西南風,3,2,29,多雲,04,0,0,2019-05-12
臺中市,東勢區,6601000,2019-05-13 12:00:00,29,25,81,偏西風,2,<= 1,32,晴,01,0,0,2019-05-12
臺中市,東勢區,6601000,2019-05-13 15:00:00,29,26,88,西南風,2,<= 1,33,晴,01,0,0,2019-05-12
臺中市,東勢區,6601000,2019-05-13 18:00:00,26,24,93,偏南風,1,<= 1,29,多雲,04,0,0,2019-05-12
臺中市,東勢區,6601000,2019-05-13 21:00:00,23,23,99,偏南風,3,2,26,多雲,04,0,0,2019-05-12
臺中市,大甲區,6601100,2019-05-13 00:00:00,24,23,95,偏南風,3,2,27,晴,01,0,0,2019-05-12
臺中市,大甲區,6601100,2019-05-13 03:00:00,24,23,95,偏南風,3,2,26,晴,01,0,0,2019-05-12
臺中市,大甲區,6601100,2019-05-13 06:00:00,24,23,95,偏南風,3,2,26,晴,01,0,0,2019-05-12
臺中市,大甲區,6601100,2019-05-13 09:00:00,26,25,92,偏西風,5,3,29,晴,01,0,0,2019-05-12
臺中市,大甲區,6601100,2019-05-13 12:00:00,28,26,87,偏西風,3,2,30,晴,01,0,0,2019-05-12
臺中市,大甲區,6601100,2019-05-13 15:00:00,28,25,85,偏西風,3,2,31,晴,01,0,0,2019-05-12
臺中市,大甲區,6601100,2019-05-13 18:00:00,26,24,88,偏南風,2,2,29,晴,01,0,0,2019-05-12
臺中市,大甲區,6601100,2019-05-13 21:00:00,25,24,94,偏南風,3,2,27,晴,01,0,0,2019-05-12
臺中市,清水區,6601200,2019-05-13 00:00:00,24,23,92,偏南風,2,2,27,晴,01,0,0,2019-05-12
臺中市,清水區,6601200,2019-05-13 03:00:00,24,23,94,偏南風,2,2,26,晴,01,0,0,2019-05-12
臺中市,清水區,6601200,2019-05-13 06:00:00,24,23,95,偏南風,2,2,26,晴,01,0,0,2019-05-12
臺中市,清水區,6601200,2019-05-13 09:00:00,26,24,90,偏西風,5,3,29,晴,01,0,0,2019-05-12
臺中市,清水區,6601200,2019-05-13 12:00:00,28,25,82,偏西風,3,2,30,晴,01,0,0,2019-05-12
臺中市,清水區,6601200,2019-05-13 15:00:00,28,24,81,西南風,2,2,30,晴,01,0,0,2019-05-12
臺中市,清水區,6601200,2019-05-13 18:00:00,26,23,84,偏南風,2,<= 1,29,晴,01,0,0,2019-05-12
臺中市,清水區,6601200,2019-05-13 21:00:00,25,23,91,偏南風,3,2,28,晴,01,0,0,2019-05-12
臺中市,沙鹿區,6601300,2019-05-13 00:00:00,24,23,94,偏南風,2,<= 1,28,晴,01,0,0,2019-05-12
臺中市,沙鹿區,6601300,2019-05-13 03:00:00,24,23,95,東南風,2,<= 1,27,晴,01,0,0,2019-05-12
臺中市,沙鹿區,6601300,2019-05-13 06:00:00,23,23,96,偏南風,2,<= 1,26,晴,01,0,0,2019-05-12
臺中市,沙鹿區,6601300,2019-05-13 09:00:00,26,25,92,偏西風,4,3,30,晴,01,0,0,2019-05-12
臺中市,沙鹿區,6601300,2019-05-13 12:00:00,28,25,86,偏西風,4,3,31,晴,01,0,0,2019-05-12
臺中市,沙鹿區,6601300,2019-05-13 15:00:00,28,25,84,西南風,3,2,31,晴,01,0,0,2019-05-12
臺中市,沙鹿區,6601300,2019-05-13 18:00:00,26,24,87,偏南風,2,2,29,晴,01,0,0,2019-05-12
臺中市,沙鹿區,6601300,2019-05-13 21:00:00,25,24,94,偏南風,2,<= 1,28,晴,01,0,0,2019-05-12
臺中市,梧棲區,6601400,2019-05-13 00:00:00,24,23,92,偏南風,2,2,27,晴,01,0,0,2019-05-12
臺中市,梧棲區,6601400,2019-05-13 03:00:00,24,23,93,東南風,2,2,26,晴,01,0,0,2019-05-12
臺中市,梧棲區,6601400,2019-05-13 06:00:00,24,23,95,偏南風,2,2,26,晴,01,0,0,2019-05-12
臺中市,梧棲區,6601400,2019-05-13 09:00:00,26,24,90,偏西風,4,3,29,晴,01,0,0,2019-05-12
臺中市,梧棲區,6601400,2019-05-13 12:00:00,28,24,82,偏西風,4,3,30,晴,01,0,0,2019-05-12
臺中市,梧棲區,6601400,2019-05-13 15:00:00,28,24,81,西南風,2,2,30,晴,01,0,0,2019-05-12
臺中市,梧棲區,6601400,2019-05-13 18:00:00,26,23,83,偏南風,2,<= 1,29,晴,01,0,0,2019-05-12
臺中市,梧棲區,6601400,2019-05-13 21:00:00,25,23,90,偏南風,2,2,28,晴,01,0,0,2019-05-12
臺中市,后里區,6601500,2019-05-13 00:00:00,23,23,95,偏南風,1,<= 1,26,晴,01,0,0,2019-05-12
臺中市,后里區,6601500,2019-05-13 03:00:00,23,22,96,偏南風,1,<= 1,26,晴,01,0,0,2019-05-12
臺中市,后里區,6601500,2019-05-13 06:00:00,22,22,96,偏南風,2,<= 1,25,晴,01,0,0,2019-05-12
臺中市,后里區,6601500,2019-05-13 09:00:00,26,25,93,西南風,3,2,29,晴,01,0,0,2019-05-12
臺中市,后里區,6601500,2019-05-13 12:00:00,28,26,88,偏西風,3,2,32,晴,01,0,0,2019-05-12
臺中市,后里區,6601500,2019-05-13 15:00:00,28,26,87,西南風,3,2,32,晴,01,0,0,2019-05-12
臺中市,后里區,6601500,2019-05-13 18:00:00,26,24,89,偏南風,2,2,29,晴,01,0,0,2019-05-12
臺中市,后里區,6601500,2019-05-13 21:00:00,24,24,98,偏南風,3,2,27,晴,01,0,0,2019-05-12
臺中市,神岡區,6601600,2019-05-13 00:00:00,24,22,94,偏南風,1,<= 1,27,晴,01,0,0,2019-05-12
臺中市,神岡區,6601600,2019-05-13 03:00:00,23,22,95,偏南風,1,<= 1,26,晴,01,0,0,2019-05-12
臺中市,神岡區,6601600,2019-05-13 06:00:00,22,22,95,偏南風,2,<= 1,25,晴,01,0,0,2019-05-12
臺中市,神岡區,6601600,2019-05-13 09:00:00,26,24,90,偏西風,3,2,29,晴,01,0,0,2019-05-12
臺中市,神岡區,6601600,2019-05-13 12:00:00,28,25,83,偏西風,3,2,32,晴,01,0,0,2019-05-12
臺中市,神岡區,6601600,2019-05-13 15:00:00,28,25,82,西南風,3,2,32,晴,01,0,0,2019-05-12
臺中市,神岡區,6601600,2019-05-13 18:00:00,26,24,87,偏南風,2,<= 1,29,晴,01,0,0,2019-05-12
臺中市,神岡區,6601600,2019-05-13 21:00:00,24,24,96,偏南風,2,2,27,晴,01,0,0,2019-05-12
臺中市,潭子區,6601700,2019-05-13 00:00:00,24,24,95,偏南風,1,<= 1,28,晴,01,0,0,2019-05-12
臺中市,潭子區,6601700,2019-05-13 03:00:00,24,23,95,東南風,1,<= 1,27,晴,01,0,0,2019-05-12
臺中市,潭子區,6601700,2019-05-13 06:00:00,23,22,95,偏南風,1,<= 1,26,晴,01,0,0,2019-05-12
臺中市,潭子區,6601700,2019-05-13 09:00:00,27,25,90,西南風,3,2,31,晴,01,0,0,2019-05-12
臺中市,潭子區,6601700,2019-05-13 12:00:00,30,26,80,偏西風,2,<= 1,34,晴,01,0,0,2019-05-12
臺中市,潭子區,6601700,2019-05-13 15:00:00,30,27,81,西南風,2,2,35,晴,01,0,0,2019-05-12
臺中市,潭子區,6601700,2019-05-13 18:00:00,28,25,85,西南風,1,<= 1,31,晴,01,0,0,2019-05-12
臺中市,潭子區,6601700,2019-05-13 21:00:00,26,25,96,偏南風,1,<= 1,30,多雲,04,0,0,2019-05-12
臺中市,大雅區,6601800,2019-05-13 00:00:00,24,23,94,偏南風,1,<= 1,27,晴,01,0,0,2019-05-12
臺中市,大雅區,6601800,2019-05-13 03:00:00,23,22,95,東南風,1,<= 1,26,晴,01,0,0,2019-05-12
臺中市,大雅區,6601800,2019-05-13 06:00:00,23,22,96,偏南風,1,<= 1,26,晴,01,0,0,2019-05-12
臺中市,大雅區,6601800,2019-05-13 09:00:00,26,24,91,偏西風,3,2,30,晴,01,0,0,2019-05-12
臺中市,大雅區,6601800,2019-05-13 12:00:00,29,25,82,偏西風,3,2,32,晴,01,0,0,2019-05-12
臺中市,大雅區,6601800,2019-05-13 15:00:00,29,25,82,西南風,3,2,32,晴,01,0,0,2019-05-12
臺中市,大雅區,6601800,2019-05-13 18:00:00,27,24,86,西南風,2,2,29,晴,01,0,0,2019-05-12
臺中市,大雅區,6601800,2019-05-13 21:00:00,25,24,95,偏南風,2,<= 1,28,多雲,04,0,0,2019-05-12
臺中市,新社區,6601900,2019-05-13 00:00:00,22,21,96,偏南風,2,<= 1,24,晴,01,0,0,2019-05-12
臺中市,新社區,6601900,2019-05-13 03:00:00,21,20,95,東南風,2,2,23,晴,01,0,0,2019-05-12
臺中市,新社區,6601900,2019-05-13 06:00:00,21,20,94,偏南風,1,<= 1,22,晴,01,0,0,2019-05-12
臺中市,新社區,6601900,2019-05-13 09:00:00,25,23,87,西南風,3,2,28,多雲,04,0,0,2019-05-12
臺中市,新社區,6601900,2019-05-13 12:00:00,28,25,82,偏西風,2,<= 1,31,晴,01,0,0,2019-05-12
臺中市,新社區,6601900,2019-05-13 15:00:00,28,26,89,偏南風,2,<= 1,32,晴,01,0,0,2019-05-12
臺中市,新社區,6601900,2019-05-13 18:00:00,25,24,94,偏南風,1,<= 1,29,晴,01,0,0,2019-05-12
臺中市,新社區,6601900,2019-05-13 21:00:00,23,23,99,偏南風,3,2,26,多雲,04,0,0,2019-05-12
臺中市,石岡區,6602000,2019-05-13 00:00:00,22,21,97,偏南風,2,<= 1,24,晴,01,0,0,2019-05-12
臺中市,石岡區,6602000,2019-05-13 03:00:00,21,20,96,東南風,2,<= 1,23,晴,01,0,0,2019-05-12
臺中市,石岡區,6602000,2019-05-13 06:00:00,21,20,97,偏南風,1,<= 1,22,晴,01,0,0,2019-05-12
臺中市,石岡區,6602000,2019-05-13 09:00:00,25,24,91,西南風,3,2,29,晴,01,0,0,2019-05-12
臺中市,石岡區,6602000,2019-05-13 12:00:00,28,25,83,偏西風,2,<= 1,32,晴,01,0,0,2019-05-12
臺中市,石岡區,6602000,2019-05-13 15:00:00,28,26,88,西南風,2,<= 1,32,晴,01,0,0,2019-05-12
臺中市,石岡區,6602000,2019-05-13 18:00:00,26,24,93,偏南風,1,<= 1,29,晴,01,0,0,2019-05-12
臺中市,石岡區,6602000,2019-05-13 21:00:00,23,23,100,偏南風,3,2,26,多雲,04,0,0,2019-05-12
臺中市,外埔區,6602100,2019-05-13 00:00:00,23,23,98,偏南風,1,<= 1,27,晴,01,0,0,2019-05-12
臺中市,外埔區,6602100,2019-05-13 03:00:00,23,23,98,偏南風,2,2,26,晴,01,0,0,2019-05-12
臺中市,外埔區,6602100,2019-05-13 06:00:00,22,22,99,偏南風,2,2,25,晴,01,0,0,2019-05-12
臺中市,外埔區,6602100,2019-05-13 09:00:00,26,26,97,偏西風,3,2,30,晴,01,0,0,2019-05-12
臺中市,外埔區,6602100,2019-05-13 12:00:00,29,27,93,偏西風,2,<= 1,32,晴,01,0,0,2019-05-12
臺中市,外埔區,6602100,2019-05-13 15:00:00,29,27,91,西南風,4,3,33,晴,01,0,0,2019-05-12
臺中市,外埔區,6602100,2019-05-13 18:00:00,26,25,93,偏南風,2,2,28,晴,01,0,0,2019-05-12
臺中市,外埔區,6602100,2019-05-13 21:00:00,24,24,99,偏南風,3,2,27,晴,01,0,0,2019-05-12
臺中市,大安區,6602200,2019-05-13 00:00:00,24,23,92,偏南風,3,2,27,晴,01,0,0,2019-05-12
臺中市,大安區,6602200,2019-05-13 03:00:00,24,22,93,偏南風,3,2,26,晴,01,0,0,2019-05-12
臺中市,大安區,6602200,2019-05-13 06:00:00,23,22,94,偏南風,3,2,25,晴,01,0,0,2019-05-12
臺中市,大安區,6602200,2019-05-13 09:00:00,26,24,90,偏西風,5,3,28,晴,01,0,0,2019-05-12
臺中市,大安區,6602200,2019-05-13 12:00:00,27,24,84,偏西風,3,2,29,晴,01,0,0,2019-05-12
臺中市,大安區,6602200,2019-05-13 15:00:00,27,24,82,西南風,2,<= 1,30,晴,01,0,0,2019-05-12
臺中市,大安區,6602200,2019-05-13 18:00:00,26,23,84,偏南風,2,2,29,晴,01,0,0,2019-05-12
臺中市,大安區,6602200,2019-05-13 21:00:00,24,23,91,偏南風,3,2,27,晴,01,0,0,2019-05-12
臺中市,烏日區,6602300,2019-05-13 00:00:00,25,22,88,偏南風,1,<= 1,28,晴,01,0,0,2019-05-12
臺中市,烏日區,6602300,2019-05-13 03:00:00,24,22,91,東南風,1,<= 1,27,晴,01,0,0,2019-05-12
臺中市,烏日區,6602300,2019-05-13 06:00:00,23,22,92,西南風,1,<= 1,26,晴,01,0,0,2019-05-12
臺中市,烏日區,6602300,2019-05-13 09:00:00,27,24,84,偏西風,2,2,31,晴,01,0,0,2019-05-12
臺中市,烏日區,6602300,2019-05-13 12:00:00,30,25,74,偏西風,2,<= 1,34,晴,01,0,0,2019-05-12
臺中市,烏日區,6602300,2019-05-13 15:00:00,30,25,72,偏西風,2,2,34,晴,01,0,0,2019-05-12
臺中市,烏日區,6602300,2019-05-13 18:00:00,28,24,76,偏西風,1,<= 1,31,晴,01,0,0,2019-05-12
臺中市,烏日區,6602300,2019-05-13 21:00:00,26,24,86,偏南風,1,<= 1,30,多雲,04,0,0,2019-05-12
臺中市,大肚區,6602400,2019-05-13 00:00:00,24,24,100,偏南風,1,<= 1,28,晴,01,0,0,2019-05-12
臺中市,大肚區,6602400,2019-05-13 03:00:00,24,24,100,東南風,1,<= 1,27,晴,01,0,0,2019-05-12
臺中市,大肚區,6602400,2019-05-13 06:00:00,23,23,100,偏南風,1,<= 1,26,晴,01,0,0,2019-05-12
臺中市,大肚區,6602400,2019-05-13 09:00:00,26,26,99,偏西風,3,2,30,晴,01,0,0,2019-05-12
臺中市,大肚區,6602400,2019-05-13 12:00:00,28,28,95,偏西風,3,2,32,晴,01,0,0,2019-05-12
臺中市,大肚區,6602400,2019-05-13 15:00:00,29,27,92,偏西風,3,2,32,晴,01,0,0,2019-05-12
臺中市,大肚區,6602400,2019-05-13 18:00:00,27,26,94,西南風,2,2,30,晴,01,0,0,2019-05-12
臺中市,大肚區,6602400,2019-05-13 21:00:00,25,25,99,偏南風,2,<= 1,28,多雲,04,0,0,2019-05-12
臺中市,龍井區,6602500,2019-05-13 00:00:00,24,24,97,偏南風,2,<= 1,28,晴,01,0,0,2019-05-12
臺中市,龍井區,6602500,2019-05-13 03:00:00,24,23,98,東南風,2,<= 1,27,晴,01,0,0,2019-05-12
臺中市,龍井區,6602500,2019-05-13 06:00:00,23,23,98,偏南風,2,<= 1,26,晴,01,0,0,2019-05-12
臺中市,龍井區,6602500,2019-05-13 09:00:00,26,25,96,偏西風,4,3,30,晴,01,0,0,2019-05-12
臺中市,龍井區,6602500,2019-05-13 12:00:00,28,26,91,偏西風,3,2,31,晴,01,0,0,2019-05-12
臺中市,龍井區,6602500,2019-05-13 15:00:00,28,26,89,偏西風,3,2,31,晴,01,0,0,2019-05-12
臺中市,龍井區,6602500,2019-05-13 18:00:00,26,25,91,偏南風,2,2,29,晴,01,0,0,2019-05-12
臺中市,龍井區,6602500,2019-05-13 21:00:00,25,24,97,偏南風,2,<= 1,28,晴,01,0,0,2019-05-12
臺中市,霧峰區,6602600,2019-05-13 00:00:00,24,23,93,東南風,1,<= 1,27,晴,01,0,0,2019-05-12
臺中市,霧峰區,6602600,2019-05-13 03:00:00,23,22,95,東南風,0,<= 1,26,晴,01,0,0,2019-05-12
臺中市,霧峰區,6602600,2019-05-13 06:00:00,22,22,97,偏南風,1,<= 1,26,晴,01,0,0,2019-05-12
臺中市,霧峰區,6602600,2019-05-13 09:00:00,26,24,85,西南風,2,2,30,晴,01,0,0,2019-05-12
臺中市,霧峰區,6602600,2019-05-13 12:00:00,30,25,74,偏西風,2,<= 1,33,晴,01,0,0,2019-05-12
臺中市,霧峰區,6602600,2019-05-13 15:00:00,30,25,73,西南風,1,<= 1,34,晴,01,0,0,2019-05-12
臺中市,霧峰區,6602600,2019-05-13 18:00:00,28,24,80,偏西風,1,<= 1,31,多雲,04,0,0,2019-05-12
臺中市,霧峰區,6602600,2019-05-13 21:00:00,25,24,94,偏南風,2,<= 1,29,多雲,04,0,0,2019-05-12
臺中市,太平區,6602700,2019-05-13 00:00:00,24,22,89,偏南風,0,<= 1,28,晴,01,0,0,2019-05-12
臺中市,太平區,6602700,2019-05-13 03:00:00,23,22,90,東南風,1,<= 1,27,晴,01,0,0,2019-05-12
臺中市,太平區,6602700,2019-05-13 06:00:00,23,21,91,偏南風,1,<= 1,26,晴,01,0,0,2019-05-12
臺中市,太平區,6602700,2019-05-13 09:00:00,27,24,83,西南風,2,2,31,晴,01,0,0,2019-05-12
臺中市,太平區,6602700,2019-05-13 12:00:00,30,25,74,偏西風,2,<= 1,34,晴,01,0,0,2019-05-12
臺中市,太平區,6602700,2019-05-13 15:00:00,31,26,74,西南風,2,<= 1,35,晴,01,0,0,2019-05-12
臺中市,太平區,6602700,2019-05-13 18:00:00,28,24,78,西南風,1,<= 1,32,多雲,04,0,0,2019-05-12
臺中市,太平區,6602700,2019-05-13 21:00:00,26,24,88,偏南風,1,<= 1,30,多雲,04,0,0,2019-05-12
臺中市,大里區,6602800,2019-05-13 00:00:00,25,23,89,東南風,0,<= 1,28,晴,01,0,0,2019-05-12
臺中市,大里區,6602800,2019-05-13 03:00:00,24,22,91,東南風,0,<= 1,28,晴,01,0,0,2019-05-12
臺中市,大里區,6602800,2019-05-13 06:00:00,23,22,93,偏南風,1,<= 1,27,晴,01,0,0,2019-05-12
臺中市,大里區,6602800,2019-05-13 09:00:00,27,24,82,偏西風,3,2,31,晴,01,0,0,2019-05-12
臺中市,大里區,6602800,2019-05-13 12:00:00,30,25,70,偏西風,2,<= 1,34,晴,01,0,0,2019-05-12
臺中市,大里區,6602800,2019-05-13 15:00:00,31,25,70,西南風,2,<= 1,35,晴,01,0,0,2019-05-12
臺中市,大里區,6602800,2019-05-13 18:00:00,29,24,74,偏西風,1,<= 1,32,多雲,04,0,0,2019-05-12
臺中市,大里區,6602800,2019-05-13 21:00:00,26,24,87,偏南風,1,<= 1,30,多雲,04,0,0,2019-05-12
臺中市,和平區,6602900,2019-05-13 00:00:00,21,20,97,東南風,2,<= 1,22,晴,01,0,0,2019-05-12
臺中市,和平區,6602900,2019-05-13 03:00:00,20,19,97,偏東風,2,2,22,晴,01,0,0,2019-05-12
臺中市,和平區,6602900,2019-05-13 06:00:00,20,19,94,西南風,2,<= 1,21,晴,01,0,0,2019-05-12
臺中市,和平區,6602900,2019-05-13 09:00:00,24,22,86,西南風,2,2,26,多雲,04,0,0,2019-05-12
臺中市,和平區,6602900,2019-05-13 12:00:00,27,25,85,偏西風,2,2,30,多雲,04,0,0,2019-05-12
臺中市,和平區,6602900,2019-05-13 15:00:00,27,26,94,偏南風,1,<= 1,31,晴,01,0,0,2019-05-12
臺中市,和平區,6602900,2019-05-13 18:00:00,24,24,97,東南風,1,<= 1,27,多雲,04,0,0,2019-05-12
臺中市,和平區,6602900,2019-05-13 21:00:00,22,21,98,東南風,2,2,24,多雲,04,0,0,2019-05-12
臺南市,新營區,6700100,2019-05-13 00:00:00,25,23,93,偏南風,1,<= 1,28,晴,01,0,0,2019-05-12
臺南市,新營區,6700100,2019-05-13 03:00:00,24,23,95,東北風,2,<= 1,27,晴,01,0,0,2019-05-12
臺南市,新營區,6700100,2019-05-13 06:00:00,24,23,95,偏北風,3,2,26,晴,01,0,0,2019-05-12
臺南市,新營區,6700100,2019-05-13 09:00:00,27,25,87,偏西風,3,2,30,晴,01,0,0,2019-05-12
臺南市,新營區,6700100,2019-05-13 12:00:00,30,26,79,偏西風,4,3,33,晴,01,0,0,2019-05-12
臺南市,新營區,6700100,2019-05-13 15:00:00,30,26,77,偏西風,3,2,32,晴,01,0,0,2019-05-12
臺南市,新營區,6700100,2019-05-13 18:00:00,28,25,84,西南風,3,2,31,多雲,04,0,0,2019-05-12
臺南市,新營區,6700100,2019-05-13 21:00:00,26,25,96,東南風,2,<= 1,29,多雲,04,0,0,2019-05-12
臺南市,鹽水區,6700200,2019-05-13 00:00:00,24,24,95,偏南風,1,<= 1,27,晴,01,0,0,2019-05-12
臺南市,鹽水區,6700200,2019-05-13 03:00:00,24,23,96,東北風,2,<= 1,27,晴,01,0,0,2019-05-12
臺南市,鹽水區,6700200,2019-05-13 06:00:00,24,23,95,偏北風,4,3,26,晴,01,0,0,2019-05-12
臺南市,鹽水區,6700200,2019-05-13 09:00:00,27,25,88,偏西風,3,2,29,晴,01,0,0,2019-05-12
臺南市,鹽水區,6700200,2019-05-13 12:00:00,29,25,80,偏西風,4,3,32,晴,01,0,0,2019-05-12
臺南市,鹽水區,6700200,2019-05-13 15:00:00,29,25,78,偏西風,3,2,31,晴,01,0,0,2019-05-12
臺南市,鹽水區,6700200,2019-05-13 18:00:00,27,24,83,西南風,3,2,29,多雲,04,0,0,2019-05-12
